pre_root_id,post_root_id,syn_count
44558,119964,2
44558,82271,1
51232,103716,2
51232,79014,1
51232,124996,1
51232,78832,1
530370,545665,1
530370,548626,1
530370,43413,2
530370,529957,1
530370,94123,1
530370,13487,3
530370,121776,2
530370,21684,3
530370,43989,1
530370,18399,1
530370,87011,1
530370,39142,4
530370,32745,1
530370,10345,1
530370,526072,1
530370,519930,2
149045,113050,1
149045,39354,1
149045,40522,2
149045,52300,3
149045,56782,3
149045,22506,1
149045,74096,2
149045,60915,1
548406,35353,1
548406,10533,1
57035,529792,2
57035,92034,2
57035,45316,1
57035,550406,2
57035,533175,2
57035,136391,3
57035,91615,1
82646,18534,1
37699,65654,7
37699,82563,2
37699,130694,1
37699,47810,3
37699,130771,3
37699,203478,4
37699,194271,2
37699,144689,1
37699,105808,1
37699,63356,1
37699,54158,15
37699,38307,5
37699,126909,7
37699,179689,1
540361,10260,1
540361,55581,1
540361,517922,6
540361,98090,1
540361,169306,1
540361,529122,2
540361,27236,1
540361,116726,1
540361,92798,1
525676,14344,1
525676,11279,1
525676,40025,1
525676,32364,1
525676,10357,1
525676,11904,1
525676,38070,1
525676,25856,1
525676,51970,1
525676,18698,1
525676,131866,1
525676,14203,1
525676,514444,1
525676,14744,1
525676,11678,3
525676,15289,2
525676,16887,1
911094,804867,3
911094,809105,6
911094,806940,1
911094,20260,1
911094,800815,4
911094,807613,1
911094,44393,2
911094,908267,3
911094,803583,1
88592,550051,8
88592,33701,1
88592,111418,4
88592,63178,2
88592,35408,1
88592,36570,4
88592,50795,2
800405,811534,1
800405,813119,1
800405,12885,1
800405,800341,1
800405,904812,1
800405,904844,1
800405,801426,3
800405,804036,1
800405,805626,1
800405,805627,2
800405,810747,1
800405,802046,2
800405,800042,1
800405,904023,1
800405,802663,1
800405,524156,1
800405,801159,4
800405,804234,2
800405,10124,1
800405,909219,1
800405,811430,1
