,hemilineage,class,predicted_nt,soma_neuromere,root_side,systematic_type,type,soma_side,instance,combined_type,nt_binary,idx
18334,01A,intrinsic neuron,acetylcholine,A3,,IN01A059,IN01A059,LHS,IN01A059_A3_L,IN01A059_A3_L,1,2769
18336,21A,intrinsic neuron,glutamate,T2,,IN21A016,IN21A016,RHS,IN21A016_T2_R,IN21A016_T2_R,-1,8875
18342,16B,intrinsic neuron,glutamate,T1,,IN16B098,IN16B098,LHS,IN16B098_T1_L,IN16B098_T1_L,-1,7498
18344,,descending neuron,gaba,,RHS,DNxn172,DNxn172,,DNxn172_CvC_R,DNxn172_CvC_R,-1,2348
18347,09B,intrinsic neuron,glutamate,T2,,IN09B005,IN09B005,RHS,IN09B005_T2_R,IN09B005_T2_R,-1,5416
18351,18B,ascending neuron,acetylcholine,T1,RHS,AN18B001,AN18B001,LHS,AN18B001_T1_L,AN18B001_T1_L,1,1038
18353,08A,intrinsic neuron,gaba,T1,,IN08A024,IN08A024,RHS,IN08A024_T1_R,IN08A024_T1_R,-1,4890
18355,TBD,motor neuron,glutamate,T3,,MNhl71,MNhl71,LHS,MNhl71_MetaLN_L,MNhl71_MetaLN_L,-1,10806
18356,14A,intrinsic neuron,glutamate,T3,,IN14A006,IN14A006,LHS,IN14A006_T3_L,IN14A006_T3_L,-1,6871
18357,TBD,intrinsic neuron,glutamate,A5,,INXXX290,INXXX290,LHS,INXXX290_A5_L,INXXX290_A5_L,-1,9960
18359,01B,intrinsic neuron,gaba,T3,,IN01B061,IN01B061,RHS,IN01B061_T3_R,IN01B061_T3_R,-1,3042
18362,09B,ascending neuron,glutamate,T2,RHS,AN09B021,AN09B021,LHS,AN09B021_T2_L,AN09B021_T2_L,-1,690
18363,TBD,intrinsic neuron,glutamate,A2,,INXXX364,INXXX364,RHS,INXXX364_A2_R,INXXX364_A2_R,-1,10136
18366,TBD,intrinsic neuron,acetylcholine,A7,,INXXX275,INXXX275,LHS,INXXX275_A7_L,INXXX275_A7_L,1,9910
18368,,descending neuron,acetylcholine,,LHS,DNxl049,DNxl049,,DNxl049_CvC_L,DNxl049_CvC_L,1,1840
18369,23B,intrinsic neuron,acetylcholine,A1,,IN23B045,IN23B045,LHS,IN23B045_A1_L,IN23B045_A1_L,1,9296
18372,01B,intrinsic neuron,gaba,T3,,IN01B010,IN01B010,LHS,IN01B010_T3_L,IN01B010_T3_L,-1,2885
18374,TBD,intrinsic neuron,acetylcholine,T2,,INXXX466,INXXX466,RHS,INXXX466_T2_R,INXXX466_T2_R,1,10433
18376,19A,intrinsic neuron,gaba,T1,,IN19A022,IN19A022,LHS,IN19A022_T1_L,IN19A022_T1_L,-1,8048
18378,05B,ascending neuron,gaba,T2,RHS,AN05B021,AN05B021,LHS,AN05B021_T2_L,AN05B021_T2_L,-1,135
18379,,descending neuron,acetylcholine,,LHS,DNxn016,DNg17,,DNxn016_CvC_L,DNxn016_CvC_L,1,2041
18380,TBD,intrinsic neuron,gaba,A5,,INXXX396,INXXX396,RHS,INXXX396_A5_R,INXXX396_A5_R,-1,10229
18381,,sensory neuron,glutamate,,RHS,SNta42,SNta42,,SNta42_VProN_R,SNta42_VProN_R,-1,11505
18382,09A,intrinsic neuron,gaba,T1,,IN09A080,IN09A080,LHS,IN09A080_T1_L,IN09A080_T1_L,-1,5362
18387,06A,intrinsic neuron,gaba,A6,,IN06A106,IN06A106,LHS,IN06A106_A6_L,IN06A106_A6_L,-1,4404
18393,23B,intrinsic neuron,acetylcholine,T2,,IN23B054,IN23B054,LHS,IN23B054_T2_L,IN23B054_T2_L,1,9329
18394,27X,ascending neuron,glutamate,T1,LHS,AN27X016,AN27X016,LHS,AN27X016_T1_L,AN27X016_T1_L,-1,1198
18398,23B,intrinsic neuron,acetylcholine,T1,,IN23B088,IN23B088,RHS,IN23B088_T1_R,IN23B088_T1_R,1,9457
18400,05B,intrinsic neuron,gaba,A3,,IN05B028,IN05B028,LHS,IN05B028_A3_L,IN05B028_A3_L,-1,4097
18401,TBD,motor neuron,glutamate,T3,,MNad26,MNad26,RHS,MNad26_AbN1_R,MNad26_AbN1_R,-1,10523
18403,21A,intrinsic neuron,glutamate,T1,,IN21A042,IN21A042,LHS,IN21A042_T1_L,IN21A042_T1_L,-1,8971
18404,05B,intrinsic neuron,gaba,T3,,IN05B017,IN05B017,LHS,IN05B017_T3_L,IN05B017_T3_L,-1,4081
18410,TBD,ascending neuron,acetylcholine,A1,RHS,ANXXX037,ANXXX037,RHS,ANXXX037_A1_R,ANXXX037_A1_R,1,1244
18411,TBD,intrinsic neuron,gaba,A9,,INXXX225,INXXX225,LHS,INXXX225_A9_L,INXXX225_A9_L,-1,9775
18414,21A,intrinsic neuron,glutamate,T1,,IN21A024,IN21A024,RHS,IN21A024_T1_R,IN21A024_T1_R,-1,8919
18415,17A,intrinsic neuron,acetylcholine,T2,,IN17A058,IN17A058,RHS,IN17A058_T2_R,IN17A058_T2_R,1,7689
18416,TBD,ascending neuron,acetylcholine,A1,LHS,ANXXX318,ANXXX318,RHS,ANXXX318_A1_R,ANXXX318_A1_R,1,1408
18417,13B,intrinsic neuron,gaba,T2,,IN13B026,IN13B026,RHS,IN13B026_T2_R,IN13B026_T2_R,-1,6582
18420,12B,intrinsic neuron,gaba,T1,,IN12B018,IN12B018,RHS,IN12B018_T1_R,IN12B018_T1_R,-1,5981
18426,03A,intrinsic neuron,acetylcholine,T3,,IN03A012,IN03A012,LHS,IN03A012_T3_L,IN03A012_T3_L,1,3359
18427,12B,intrinsic neuron,gaba,T1,,IN12B084,IN12B084,LHS,IN12B084_T1_L,IN12B084_T1_L,-1,6218
18433,00A,intrinsic neuron,gaba,A6,,IN00A024,IN00A024,Midline,IN00A024_A6_M,IN00A024_A6_M,-1,2514
18435,TBD,intrinsic neuron,glutamate,A3,,INXXX364,INXXX364,RHS,INXXX364_A3_R,INXXX364_A3_R,-1,10138
18439,04B,intrinsic neuron,acetylcholine,T3,,IN04B112,IN04B112,LHS,IN04B112_T3_L,IN04B112_T3_L,1,4043
18440,10B,ascending neuron,acetylcholine,T2,LHS,AN10B029,AN10B029,RHS,AN10B029_T2_R,AN10B029_T2_R,1,805
18444,,sensory neuron,glutamate,,RHS,SNta28,SNta28,,SNta28_ProLN_R,SNta28_ProLN_R,-1,11430
18445,,sensory neuron,glutamate,,,SNta40,SNta40,,SNta40_ProLN_L,SNta40_ProLN_L,-1,11492
18447,16B,intrinsic neuron,glutamate,T1,,IN16B038,IN16B038,LHS,IN16B038_T1_L,IN16B038_T1_L,-1,7351
18449,,descending neuron,acetylcholine,,LHS,DNxn177,DNxn177,,DNxn177_CvC_L,DNxn177_CvC_L,1,2357
18452,11A,intrinsic neuron,acetylcholine,T1,,IN11A038,GFC4,RHS,IN11A038_T1_R,IN11A038_T1_R,1,5732
18453,01B,intrinsic neuron,gaba,T3,,IN01B010,IN01B010,RHS,IN01B010_T3_R,IN01B010_T3_R,-1,2886
18457,TBD,intrinsic neuron,gaba,A9,,INXXX343,INXXX343,LHS,INXXX343_A9_L,INXXX343_A9_L,-1,10090
18458,,descending neuron,glutamate,,RHS,DNxn148,DNxn148,,DNxn148_CvC_R,DNxn148_CvC_R,-1,2300
18460,TBD,ascending neuron,acetylcholine,A5,RHS,ANXXX116,ANXXX116,RHS,ANXXX116_A5_R,ANXXX116_A5_R,1,1308
18461,14A,intrinsic neuron,glutamate,T3,,IN14A021,IN14A021,RHS,IN14A021_T3_R,IN14A021_T3_R,-1,6944
18462,09A,intrinsic neuron,gaba,T3,,IN09A026,IN09A026,RHS,IN09A026_T3_R,IN09A026_T3_R,-1,5186
18464,TBD,intrinsic neuron,acetylcholine,A3,,INXXX281,INXXX281,LHS,INXXX281_A3_L,INXXX281_A3_L,1,9922
18472,10B,intrinsic neuron,acetylcholine,T1,,IN10B034,IN10B034,RHS,IN10B034_T1_R,IN10B034_T1_R,1,5565
18473,21A,intrinsic neuron,glutamate,T1,,IN21A070,IN21A070,RHS,IN21A070_T1_R,IN21A070_T1_R,-1,9043
18474,19B,intrinsic neuron,acetylcholine,T2,,IN19B072,IN19B072,LHS,IN19B072_T2_L,IN19B072_T2_L,1,8446
18477,15B,motor neuron,glutamate,T1,,MNfl26,Acc. ti flexor MN,LHS,MNfl26_ProLN_L,MNfl26_ProLN_L,-1,10648
18479,14A,intrinsic neuron,glutamate,T3,,IN14A057,IN14A057,RHS,IN14A057_T3_R,IN14A057_T3_R,-1,7070
18481,16B,intrinsic neuron,glutamate,T3,,IN16B030,IN16B030,LHS,IN16B030_T3_L,IN16B030_T3_L,-1,7323
18484,01B,intrinsic neuron,gaba,T3,,IN01B031,IN01B031,LHS,IN01B031_T3_L,IN01B031_T3_L,-1,2958
18486,04B,intrinsic neuron,acetylcholine,T1,,IN04B112,IN04B112,LHS,IN04B112_T1_L,IN04B112_T1_L,1,4039
18495,,descending neuron,acetylcholine,,LHS,DNxn033,DNp18,,DNxn033_CvC_L,DNxn033_CvC_L,1,2074
18496,03A,intrinsic neuron,acetylcholine,T2,,IN03A031,IN03A031,RHS,IN03A031_T2_R,IN03A031_T2_R,1,3420
18497,13B,intrinsic neuron,gaba,T2,,IN13B045,IN13B045,RHS,IN13B045_T2_R,IN13B045_T2_R,-1,6664
18498,21A,intrinsic neuron,glutamate,T1,,IN21A057,IN21A057,LHS,IN21A057_T1_L,IN21A057_T1_L,-1,9019
18499,,sensory neuron,acetylcholine,,,SNxx04,SNxx04,,SNxx04_AbN4_R,SNxx04_AbN4_R,1,11541
18501,03A,intrinsic neuron,acetylcholine,T1,,IN03A020,IN03A020,RHS,IN03A020_T1_R,IN03A020_T1_R,1,3388
18502,TBD,intrinsic neuron,glutamate,A5,,INXXX364,INXXX364,RHS,INXXX364_A5_R,INXXX364_A5_R,-1,10142
18511,16B,intrinsic neuron,glutamate,T3,,IN16B120,IN16B120,LHS,IN16B120_T3_L,IN16B120_T3_L,-1,7544
18513,TBD,intrinsic neuron,acetylcholine,A6,,INXXX215,INXXX215,LHS,INXXX215_A6_L,INXXX215_A6_L,1,9754
18514,13A,intrinsic neuron,gaba,T1,,IN13A042,IN13A042,RHS,IN13A042_T1_R,IN13A042_T1_R,-1,6386
18517,09A,intrinsic neuron,gaba,T3,,IN09A002,IN09A002,LHS,IN09A002_T3_L,IN09A002_T3_L,-1,5079
18519,03B,intrinsic neuron,gaba,T1,,IN03B078,IN03B078,RHS,IN03B078_T1_R,IN03B078_T1_R,-1,3740
18520,17X,motor neuron,glutamate,T2,,MNml08,Sternotrochanter MN,LHS,MNml08_MesoLN_L,MNml08_MesoLN_L,-1,10840
18525,14A,intrinsic neuron,glutamate,T2,,IN14A025,IN14A025,RHS,IN14A025_T2_R,IN14A025_T2_R,-1,6960
18526,TBD,intrinsic neuron,glutamate,A6,,INXXX019,INXXX019,LHS,INXXX019_A6_L,INXXX019_A6_L,-1,9518
18529,01B,ascending neuron,acetylcholine,T3,RHS,AN01B004,AN01B004,RHS,AN01B004_T3_R,AN01B004_T3_R,1,36
18530,TBD,intrinsic neuron,gaba,T3,,INXXX140,INXXX140,LHS,INXXX140_T3_L,INXXX140_T3_L,-1,9672
18532,18B,intrinsic neuron,acetylcholine,T2,,IN18B017,IN18B017,RHS,IN18B017_T2_R,IN18B017_T2_R,1,7863
18533,09A,intrinsic neuron,gaba,A1,,IN09A007,IN09A007,LHS,IN09A007_A1_L,IN09A007_A1_L,-1,5097
18534,21A,intrinsic neuron,glutamate,T3,,IN21A043,IN21A043,RHS,IN21A043_T3_R,IN21A043_T3_R,-1,8976
18537,07B,intrinsic neuron,glutamate,T3,,IN07B009,IN07B009,RHS,IN07B009_T3_R,IN07B009_T3_R,-1,4678
18540,,descending neuron,glutamate,,RHS,DNxn184,DNxn184,,DNxn184_CvC_R,DNxn184_CvC_R,-1,2372
18543,TBD,intrinsic neuron,acetylcholine,A5,,INXXX239,INXXX239,LHS,INXXX239_A5_L,INXXX239_A5_L,1,9814
18544,08B,ascending neuron,acetylcholine,T3,LHS,AN08B022,AN08B022,RHS,AN08B022_T3_R,AN08B022_T3_R,1,504
18545,TBD,ascending neuron,glutamate,A4,RHS,ANXXX169,ANXXX169,RHS,ANXXX169_A4_R,ANXXX169_A4_R,-1,1360
18549,,sensory neuron,glutamate,,LHS,SNpp39,SNpp39,,SNpp39_MesoLN_L,SNpp39_MesoLN_L,1,11223
18553,06A,intrinsic neuron,glutamate,T3,,IN06A124,IN06A124,RHS,IN06A124_T3_R,IN06A124_T3_R,-1,4453
18556,16B,intrinsic neuron,glutamate,T1,,IN16B115,IN16B115,LHS,IN16B115_T1_L,IN16B115_T1_L,-1,7536
18559,TBD,intrinsic neuron,glutamate,A3,,INXXX231,INXXX231,RHS,INXXX231_A3_R,INXXX231_A3_R,-1,9797
18560,23B,intrinsic neuron,acetylcholine,T2,,IN23B087,IN23B087,RHS,IN23B087_T2_R,IN23B087_T2_R,1,9453
18561,09B,intrinsic neuron,glutamate,T2,,IN09B044,IN09B044,LHS,IN09B044_T2_L,IN09B044_T2_L,-1,5451
18565,,descending neuron,gaba,,LHS,DNxn125,DNxn125,,DNxn125_CvC_L,DNxn125_CvC_L,-1,2254
18566,09A,intrinsic neuron,gaba,T1,,IN09A024,IN09A024,RHS,IN09A024_T1_R,IN09A024_T1_R,-1,5174
18567,18B,intrinsic neuron,acetylcholine,T2,,IN18B037,IN18B037,LHS,IN18B037_T2_L,IN18B037_T2_L,1,7902
18572,03A,intrinsic neuron,acetylcholine,T3,,IN03A073,IN03A073,LHS,IN03A073_T3_L,IN03A073_T3_L,1,3529
18576,23B,intrinsic neuron,acetylcholine,T3,,IN23B049,IN23B049,LHS,IN23B049_T3_L,IN23B049_T3_L,1,9318
18578,05B,intrinsic neuron,gaba,T1,,IN05B082,IN05B082,RHS,IN05B082_T1_R,IN05B082_T1_R,-1,4168
18584,07B,ascending neuron,glutamate,T1,RHS,AN07B017,AN07B017,LHS,AN07B017_T1_L,AN07B017_T1_L,-1,383
18587,10B,ascending neuron,acetylcholine,T1,RHS,AN10B034,AN10B034,LHS,AN10B034_T1_L,AN10B034_T1_L,1,814
18588,TBD,intrinsic neuron,glutamate,A5,,INXXX386,INXXX386,LHS,INXXX386_A5_L,INXXX386_A5_L,-1,10198
18590,11B,intrinsic neuron,glutamate,T2,,IN11B004,IN11B004,RHS,IN11B004_T2_R,IN11B004_T2_R,-1,5757
18591,19A,intrinsic neuron,gaba,T2,,IN19A072,IN19A072,LHS,IN19A072_T2_L,IN19A072_T2_L,-1,8172
18595,21A,intrinsic neuron,glutamate,T1,,IN21A081,IN21A081,RHS,IN21A081_T1_R,IN21A081_T1_R,-1,9068
18596,10B,intrinsic neuron,acetylcholine,T3,,IN10B043,IN10B043,RHS,IN10B043_T3_R,IN10B043_T3_R,1,5599
18597,05B,intrinsic neuron,gaba,T2,,IN05B061,IN05B061,LHS,IN05B061_T2_L,IN05B061_T2_L,-1,4137
18599,02A,intrinsic neuron,glutamate,A7,,IN02A030,IN02A030,RHS,IN02A030_A7_R,IN02A030_A7_R,-1,3214
18603,23B,intrinsic neuron,acetylcholine,T2,,IN23B062,IN23B062,RHS,IN23B062_T2_R,IN23B062_T2_R,1,9362
18605,19A,intrinsic neuron,acetylcholine,T1,,IN19A012,IN19A012,LHS,IN19A012_T1_L,IN19A012_T1_L,1,8006
18606,16B,motor neuron,glutamate,T3,,MNhm03,MNhm03,RHS,MNhm03_AbN1_R,MNhm03_AbN1_R,-1,10816
18608,TBD,intrinsic neuron,gaba,A1,,INXXX031,INXXX031,RHS,INXXX031_A1_R,INXXX031_A1_R,-1,9535
18611,,descending neuron,acetylcholine,,LHS,DNxn099,DNp73,,DNxn099_CvC_L,DNxn099_CvC_L,1,2203
18612,09B,ascending neuron,acetylcholine,A3,LHS,AN09B004,AN09B004,RHS,AN09B004_A3_R,AN09B004_A3_R,1,635
18614,23B,intrinsic neuron,acetylcholine,T3,,IN23B013,IN23B013,RHS,IN23B013_T3_R,IN23B013_T3_R,1,9171
18615,,descending neuron,glutamate,,LHS,DNxn006,DNxn006,,DNxn006_CvC_L,DNxn006_CvC_L,-1,2021
18616,TBD,intrinsic neuron,gaba,A5,,INXXX354,INXXX354,LHS,INXXX354_A5_L,INXXX354_A5_L,-1,10115
18617,04B,intrinsic neuron,acetylcholine,T1,,IN04B014,IN04B014,RHS,IN04B014_T1_R,IN04B014_T1_R,1,3807
18618,TBD,intrinsic neuron,acetylcholine,T3,,INXXX179,INXXX179,LHS,INXXX179_T3_L,INXXX179_T3_L,1,9702
18619,10B,intrinsic neuron,acetylcholine,T3,,IN10B054,IN10B054,LHS,IN10B054_T3_L,IN10B054_T3_L,1,5621
18628,10B,ascending neuron,acetylcholine,T1,RHS,AN10B019,AN10B019,LHS,AN10B019_T1_L,AN10B019_T1_L,1,770
18629,04B,intrinsic neuron,acetylcholine,T3,,IN04B062,IN04B062,RHS,IN04B062_T3_R,IN04B062_T3_R,1,3915
18631,16B,intrinsic neuron,glutamate,T3,,IN16B066,IN16B066,RHS,IN16B066_T3_R,IN16B066_T3_R,-1,7421
18632,01B,intrinsic neuron,gaba,T3,,IN01B033,IN01B033,LHS,IN01B033_T3_L,IN01B033_T3_L,-1,2966
18634,TBD,intrinsic neuron,gaba,A5,,INXXX417,INXXX417,LHS,INXXX417_A5_L,INXXX417_A5_L,-1,10292
18640,15B,motor neuron,glutamate,T1,,MNfl43,Acc. ti flexor MN,RHS,MNfl43_ProLN_R,MNfl43_ProLN_R,-1,10681
18641,14A,intrinsic neuron,glutamate,T2,,IN14A042,IN14A042,RHS,IN14A042_T2_R,IN14A042_T2_R,-1,7020
18644,19A,motor neuron,glutamate,T1,,MNfl09,Tr extensor MN,RHS,MNfl09_ProLN_R,MNfl09_ProLN_R,-1,10617
18646,09B,intrinsic neuron,acetylcholine,T3,,IN09B014,IN09B014,RHS,IN09B014_T3_R,IN09B014_T3_R,1,5430
18649,08B,intrinsic neuron,gaba,T2,,IN08B003,IN08B003,LHS,IN08B003_T2_L,IN08B003_T2_L,-1,4961
18659,,sensory neuron,glutamate,,LHS,SNta32,SNta32,,SNta32_ProLN_L,SNta32_ProLN_L,1,11454
18663,01B,intrinsic neuron,gaba,T1,,IN01B085,IN01B085,RHS,IN01B085_T1_R,IN01B085_T1_R,-1,3097
18664,09B,ascending neuron,acetylcholine,A1,LHS,AN09B001,AN09B001,RHS,AN09B001_A1_R,AN09B001_A1_R,1,625
18667,06A,intrinsic neuron,glutamate,T2,,IN06A002,IN06A002,LHS,IN06A002_T2_L,IN06A002_T2_L,-1,4191
18670,TBD,intrinsic neuron,gaba,A9,,INXXX188,INXXX188,RHS,INXXX188_A9_R,INXXX188_A9_R,-1,9713
18671,TBD,ascending neuron,acetylcholine,A10,LHS,ANXXX150,ANXXX150,LHS,ANXXX150_A10_L,ANXXX150_A10_L,1,1339
18672,19A,intrinsic neuron,gaba,T2,,IN19A072,IN19A072,RHS,IN19A072_T2_R,IN19A072_T2_R,-1,8173
18675,05B,intrinsic neuron,gaba,T3,,IN05B018,IN05B018,RHS,IN05B018_T3_R,IN05B018_T3_R,-1,4084
18676,13A,intrinsic neuron,gaba,T1,,IN13A021,IN13A021,LHS,IN13A021_T1_L,IN13A021_T1_L,-1,6335
18677,10B,intrinsic neuron,acetylcholine,T2,,IN10B055,IN10B055,LHS,IN10B055_T2_L,IN10B055_T2_L,1,5625
18678,03A,intrinsic neuron,acetylcholine,T3,,IN03A097,IN03A097,LHS,IN03A097_T3_L,IN03A097_T3_L,1,3599
18684,05B,intrinsic neuron,gaba,T1,,IN05B002,IN05B002,LHS,IN05B002_T1_L,IN05B002_T1_L,-1,4053
18685,,descending neuron,acetylcholine,,LHS,DNxl036,DNg67,,DNxl036_CvC_L,DNxl036_CvC_L,1,1814
18686,,sensory neuron,glutamate,,RHS,SNpp53,SNpp53,,SNpp53_MetaLN_R,SNpp53_MetaLN_R,1,11302
18687,13B,intrinsic neuron,gaba,T2,,IN13B026,IN13B026,LHS,IN13B026_T2_L,IN13B026_T2_L,-1,6581
18688,23B,intrinsic neuron,glutamate,T1,,IN23B013,IN23B013,LHS,IN23B013_T1_L,IN23B013_T1_L,-1,9166
18689,TBD,motor neuron,glutamate,A2,,MNad08,MNad08,RHS,MNad08_AbN4_R,MNad08_AbN4_R,-1,10469
18692,13A,intrinsic neuron,gaba,T2,,IN13A072,IN13A072,LHS,IN13A072_T2_L,IN13A072_T2_L,-1,6464
18694,14A,intrinsic neuron,glutamate,T2,,IN14A006,IN14A006,LHS,IN14A006_T2_L,IN14A006_T2_L,-1,6869
18698,10B,intrinsic neuron,acetylcholine,T1,,IN10B040,IN10B040,RHS,IN10B040_T1_R,IN10B040_T1_R,1,5577
18699,,descending neuron,acetylcholine,,LHS,DNxl037,DNg69,,DNxl037_CvC_L,DNxl037_CvC_L,1,1816
18702,16B,ascending neuron,glutamate,T1,,AN16B081,AN16B081,RHS,AN16B081_T1_R,AN16B081_T1_R,-1,941
18704,06B,intrinsic neuron,glutamate,T2,,IN06B013,IN06B013,RHS,IN06B013_T2_R,IN06B013_T2_R,-1,4495
18705,TBD,intrinsic neuron,gaba,A7,,INXXX369,INXXX369,RHS,INXXX369_A7_R,INXXX369_A7_R,-1,10152
18707,01B,ascending neuron,gaba,A3,RHS,AN01B002,AN01B002,RHS,AN01B002_A3_R,AN01B002_A3_R,-1,30
18716,05B,intrinsic neuron,gaba,T3,,IN05B021,IN05B021,RHS,IN05B021_T3_R,IN05B021_T3_R,-1,4090
18720,14A,intrinsic neuron,glutamate,T3,,IN14A065,IN14A065,RHS,IN14A065_T3_R,IN14A065_T3_R,-1,7086
18723,TBD,ascending neuron,acetylcholine,T3,LHS,ANXXX145,ANXXX145,RHS,ANXXX145_T3_R,ANXXX145_T3_R,1,1334
18725,TBD,intrinsic neuron,gaba,A6,,INXXX455,INXXX455,RHS,INXXX455_A6_R,INXXX455_A6_R,-1,10411
18727,14A,intrinsic neuron,glutamate,T1,,IN14A101,IN14A101,RHS,IN14A101_T1_R,IN14A101_T1_R,-1,7183
18729,03B,ascending neuron,gaba,T3,RHS,AN03B011,AN03B011,RHS,AN03B011_T3_R,AN03B011_T3_R,-1,80
18730,08B,intrinsic neuron,acetylcholine,T2,,IN08B104,IN08B104,LHS,IN08B104_T2_L,IN08B104_T2_L,1,5063
18731,14A,intrinsic neuron,glutamate,T3,,IN14A111,IN14A111,LHS,IN14A111_T3_L,IN14A111_T3_L,-1,7212
18732,13A,intrinsic neuron,glutamate,T2,,IN13A063,IN13A063,RHS,IN13A063_T2_R,IN13A063_T2_R,-1,6449
18734,03B,motor neuron,unknown,T2,,MNwm15,"DVMn 2a, b",RHS,MNwm15_MesoAN_R,MNwm15_MesoAN_R,-1,10950
18737,23B,intrinsic neuron,acetylcholine,T1,,IN23B037,IN23B037,RHS,IN23B037_T1_R,IN23B037_T1_R,1,9262
18738,TBD,intrinsic neuron,gaba,A7,,INXXX403,INXXX403,LHS,INXXX403_A7_L,INXXX403_A7_L,-1,10255
18747,19B,intrinsic neuron,acetylcholine,T2,,IN19B033,IN19B033,RHS,IN19B033_T2_R,IN19B033_T2_R,1,8375
18750,14A,intrinsic neuron,glutamate,A6,,IN14A027,IN14A027,RHS,IN14A027_A6_R,IN14A027_A6_R,-1,6968
18751,19A,intrinsic neuron,gaba,T1,,IN19A004,IN19A004,RHS,IN19A004_T1_R,IN19A004_T1_R,-1,7961
18752,01B,intrinsic neuron,gaba,A1,,IN01B001,IN01B001,LHS,IN01B001_A1_L,IN01B001_A1_L,-1,2849
18755,,descending neuron,gaba,,LHS,DNxl123,DNxl123,,DNxl123_CvC_L,DNxl123_CvC_L,-1,1986
18756,,descending neuron,acetylcholine,,RHS,DNxn163,DNxn163,,DNxn163_CvC_R,DNxn163_CvC_R,1,2330
18757,03B,intrinsic neuron,gaba,T2,,IN03B049,IN03B049,RHS,IN03B049_T2_R,IN03B049_T2_R,-1,3680
18761,15B,motor neuron,glutamate,T3,,MNhl15,ltm2-femur MN,LHS,MNhl15_MetaLN_L,MNhl15_MetaLN_L,-1,10735
18765,07B,ascending neuron,acetylcholine,T3,LHS,AN07B005,AN07B005,RHS,AN07B005_T3_R,AN07B005_T3_R,1,374
18767,TBD,intrinsic neuron,gaba,A7,,INXXX436,INXXX436,LHS,INXXX436_A7_L,INXXX436_A7_L,-1,10348
18769,23B,intrinsic neuron,acetylcholine,T1,,IN23B005,IN23B005,RHS,IN23B005_T1_R,IN23B005_T1_R,1,9133
18773,TBD,intrinsic neuron,gaba,A2,,INXXX449,INXXX449,LHS,INXXX449_A2_L,INXXX449_A2_L,-1,10394
18775,01A,intrinsic neuron,acetylcholine,T1,,IN01A018,IN01A018,LHS,IN01A018_T1_L,IN01A018_T1_L,1,2639
18777,06A,intrinsic neuron,gaba,A1,,IN06A120,IN06A120,RHS,IN06A120_A1_R,IN06A120_A1_R,-1,4445
18779,14A,intrinsic neuron,glutamate,T1,,IN14A069,IN14A069,LHS,IN14A069_T1_L,IN14A069_T1_L,-1,7096
18780,00B,efferent neuron,acetylcholine,A10,,EN00B004,EN00B004,Midline,EN00B004_A10_M,EN00B004_A10_M,1,2397
18784,TBD,intrinsic neuron,acetylcholine,T3,,INXXX464,INXXX464,LHS,INXXX464_T3_L,INXXX464_T3_L,1,10428
18786,00A,intrinsic neuron,gaba,T3,,IN00A024,IN00A024,Midline,IN00A024_T3_M,IN00A024_T3_M,-1,2515
18788,11A,intrinsic neuron,acetylcholine,T1,,IN11A014,IN11A014,LHS,IN11A014_T1_L,IN11A014_T1_L,1,5679
18793,13B,intrinsic neuron,gaba,T2,,IN13B036,IN13B036,LHS,IN13B036_T2_L,IN13B036_T2_L,-1,6629
18802,,sensory neuron,acetylcholine,,LHS,SApp03,SApp03,,SApp03_DMetaN_L,SApp03_DMetaN_L,1,11023
18807,16B,motor neuron,glutamate,T3,,MNhm42,MNhm42,RHS,MNhm42_AbN1_R,MNhm42_AbN1_R,-1,10828
18808,11A,intrinsic neuron,acetylcholine,T1,,IN11A005,IN11A005,RHS,IN11A005_T1_R,IN11A005_T1_R,1,5660
18809,TBD,intrinsic neuron,glutamate,A7,,INXXX441,INXXX441,RHS,INXXX441_A7_R,INXXX441_A7_R,-1,10368
18816,27X,ascending neuron,glutamate,T2,RHS,AN27X017,AN27X017,LHS,AN27X017_T2_L,AN27X017_T2_L,-1,1202
18819,,descending neuron,gaba,,RHS,DNxl019,DNp32,,DNxl019_CvC_R,DNxl019_CvC_R,-1,1781
18820,TBD,motor neuron,glutamate,T3,,MNhl22,Sternotrochanter MN,RHS,MNhl22_MetaLN_R,MNhl22_MetaLN_R,-1,10748
18821,20A.22A,intrinsic neuron,acetylcholine,T3,,IN20A.22A041,IN20A.22A041,RHS,IN20A.22A041_T3_R,IN20A.22A041_T3_R,1,8635
18825,06A,ascending neuron,gaba,T1,LHS,AN06A080,AN06A080,RHS,AN06A080_T1_R,AN06A080_T1_R,-1,288
18828,TBD,intrinsic neuron,acetylcholine,A4,,INXXX339,INXXX339,LHS,INXXX339_A4_L,INXXX339_A4_L,1,10078
18834,13B,intrinsic neuron,gaba,T2,,IN13B024,IN13B024,RHS,IN13B024_T2_R,IN13B024_T2_R,-1,6572
18836,00A,intrinsic neuron,gaba,A4,,IN00A024,IN00A024,Midline,IN00A024_A4_M,IN00A024_A4_M,-1,2513
18840,18B,ascending neuron,acetylcholine,T1,LHS,AN18B025,AN18B025,RHS,AN18B025_T1_R,AN18B025_T1_R,1,1057
18850,09A,intrinsic neuron,gaba,T1,,IN09A026,IN09A026,LHS,IN09A026_T1_L,IN09A026_T1_L,-1,5181
