,bodyid,hemilineage,class,predictedNt,somaNeuromere,rootSide,systematicType,type,somaSide,name,combined_type,nt_binary,idx
7911,16267,06A,intrinsic neuron,gaba,A7,,IN06A031,IN06A031,RHS,IN06A031_A7_R,IN06A031_A7_R,-1,5568
7912,162676,,sensory neuron,glutamate,,RHS,SNta21,SNta21,,SNta21_ProLN_R,SNta21_ProLN_R,-1,22360
7913,162678,,sensory neuron,glutamate,,RHS,SNta21,SNta21,,SNta21_ProLN_R,SNta21_ProLN_R,-1,22361
7914,16268,13A,intrinsic neuron,gaba,T3,,IN13A028,IN13A028,LHS,IN13A028_T3_L,IN13A028_T3_L,-1,5569
7915,16269,08B,intrinsic neuron,acetylcholine,T2,,IN08B068,IN08B068,RHS,IN08B068_T2_R,IN08B068_T2_R,1,5570
7916,16270,01A,intrinsic neuron,acetylcholine,A7,,IN01A065,IN01A065,RHS,IN01A065_A7_R,IN01A065_A7_R,1,5571
7917,16271,13A,intrinsic neuron,gaba,T2,,IN13A024,IN13A024,LHS,IN13A024_T2_L,IN13A024_T2_L,-1,5572
7918,16273,21X,efferent neuron,glutamate,T1,,EN21X001,EN21X001,RHS,EN21X001_T1_R,EN21X001_T1_R,-1,5573
7919,162733,20A.22A,intrinsic neuron,acetylcholine,T1,,IN20A.22A009,IN20A.22A009,RHS,IN20A.22A009_T1_R,IN20A.22A009_T1_R,1,22362
7920,162742,20A.22A,intrinsic neuron,acetylcholine,T1,,IN20A.22A037,IN20A.22A037,LHS,IN20A.22A037_T1_L,IN20A.22A037_T1_L,1,22363
7921,162743,13B,intrinsic neuron,gaba,T3,,IN13B048,IN13B048,RHS,IN13B048_T3_R,IN13B048_T3_R,-1,22364
7922,16275,TBD,intrinsic neuron,gaba,A9,,INXXX267,INXXX267,LHS,INXXX267_A9_L,INXXX267_A9_L,-1,5574
7923,16277,17A,intrinsic neuron,acetylcholine,T2,,IN17A036,dMS2,RHS,IN17A036_T2_R,IN17A036_T2_R,1,5575
7924,16278,TBD,motor neuron,acetylcholine,A1,,MNad46,MNad46,LHS,MNad46_AbN2_L,MNad46_AbN2_L,1,5576
7925,162783,12A,intrinsic neuron,acetylcholine,T2,,IN12A060,IN12A060,RHS,IN12A060_T2_R,IN12A060_T2_R,1,22365
7926,162788,08B,ascending neuron,acetylcholine,T1,RHS,AN08B089,AN08B089,LHS,AN08B089_T1_L,AN08B089_T1_L,1,22366
7927,16279,,sensory neuron,acetylcholine,,RHS,SNxx23,SNxx23,,SNxx23_AbNT_R,SNxx23_AbNT_R,1,5577
7928,16280,23B,intrinsic neuron,acetylcholine,T1,,IN23B081,IN23B081,RHS,IN23B081_T1_R,IN23B081_T1_R,1,5578
7929,162802,23B,intrinsic neuron,acetylcholine,T2,,IN23B051,IN23B051,RHS,IN23B051_T2_R,IN23B051_T2_R,1,22367
7930,16281,06B,ascending neuron,gaba,T2,LHS,AN06B012,AN06B012,RHS,AN06B012_T2_R,AN06B012_T2_R,-1,5579
7931,16282,19A,intrinsic neuron,gaba,T2,,IN19A071,IN19A071,LHS,IN19A071_T2_L,IN19A071_T2_L,-1,5580
7932,162825,15B,motor neuron,unknown,T2,,MNml76,MNml76,LHS,MNml76_MesoLN_L,MNml76_MesoLN_L,-1,22368
7933,162827,TBD,motor neuron,glutamate,T2,,MNml86,MNml86,RHS,MNml86_MesoLN_R,MNml86_MesoLN_R,-1,22369
7934,16283,23B,intrinsic neuron,acetylcholine,T1,,IN23B023,IN23B023,RHS,IN23B023_T1_R,IN23B023_T1_R,1,5581
7935,162830,15B,motor neuron,glutamate,T2,,MNml19,ltm1-tibia MN,RHS,MNml19_MesoLN_R,MNml19_MesoLN_R,-1,22370
7936,162833,TBD,motor neuron,glutamate,T2,,MNml37,Tr extensor MN,RHS,MNml37_MesoLN_R,MNml37_MesoLN_R,-1,22371
7937,16284,TBD,intrinsic neuron,acetylcholine,A6,,INXXX228,INXXX228,LHS,INXXX228_A6_L,INXXX228_A6_L,1,5582
7938,162841,21A,intrinsic neuron,glutamate,T3,,IN21A078,IN21A078,LHS,IN21A078_T3_L,IN21A078_T3_L,-1,22372
7939,162844,00A,intrinsic neuron,glutamate,T1,,IN00A060,IN00A060,Midline,IN00A060_T1_M,IN00A060_T1_M,-1,22373
7940,162845,09A,intrinsic neuron,gaba,T3,,IN09A093,IN09A093,LHS,IN09A093_T3_L,IN09A093_T3_L,-1,22374
7941,162846,TBD,intrinsic neuron,acetylcholine,T1,,INXXX321,INXXX321,RHS,INXXX321_T1_R,INXXX321_T1_R,1,22375
7942,16285,01B,intrinsic neuron,gaba,T3,,IN01B003,IN01B003,RHS,IN01B003_T3_R,IN01B003_T3_R,-1,5583
7943,16286,TBD,ascending neuron,glutamate,A4,LHS,ANXXX169,ANXXX169,LHS,ANXXX169_A4_L,ANXXX169_A4_L,-1,5584
7944,162868,15B,motor neuron,glutamate,T2,,MNml24,Acc. ti flexor MN,RHS,MNml24_MesoLN_R,MNml24_MesoLN_R,-1,22376
7945,162869,10B,intrinsic neuron,acetylcholine,T1,,IN10B040,IN10B040,LHS,IN10B040_T1_L,IN10B040_T1_L,1,22377
7946,16287,03A,intrinsic neuron,acetylcholine,T3,,IN03A026,IN03A026,RHS,IN03A026_T3_R,IN03A026_T3_R,1,5585
7947,162870,04B,intrinsic neuron,acetylcholine,T2,,IN04B103,IN04B103,LHS,IN04B103_T2_L,IN04B103_T2_L,1,22378
7948,16288,23B,intrinsic neuron,acetylcholine,T3,,IN23B017,IN23B017,LHS,IN23B017_T3_L,IN23B017_T3_L,1,5586
7949,16289,03B,intrinsic neuron,gaba,T2,,IN03B053,IN03B053,LHS,IN03B053_T2_L,IN03B053_T2_L,-1,5587
7950,16290,,descending neuron,acetylcholine,,RHS,DNxl099,DNxl099,,DNxl099_CvC_R,DNxl099_CvC_R,1,5588
7951,16291,,sensory neuron,acetylcholine,,RHS,SNxx23,SNxx23,,SNxx23_AbNT_R,SNxx23_AbNT_R,1,5589
7952,162912,TBD,motor neuron,glutamate,T3,,MNhl37,Tr extensor MN,LHS,MNhl37_MetaLN_L,MNhl37_MetaLN_L,-1,22379
7953,162913,24B.25B,motor neuron,glutamate,T3,,MNhl07,Tr flexor MN,LHS,MNhl07_MetaLN_L,MNhl07_MetaLN_L,-1,22380
7954,16292,,sensory ascending,acetylcholine,,RHS,SApp18,SApp18,,SApp18_ADMN_R,SApp18_ADMN_R,1,5590
7955,16293,04B,intrinsic neuron,acetylcholine,T1,,IN04B024,IN04B024,LHS,IN04B024_T1_L,IN04B024_T1_L,1,5591
7956,162947,09A,intrinsic neuron,gaba,T1,,IN09A095,IN09A095,RHS,IN09A095_T1_R,IN09A095_T1_R,-1,22381
7957,16295,TBD,motor neuron,glutamate,T2,,MNml36,Sternal anterior rotator MN,LHS,MNml36_MesoLN_L,MNml36_MesoLN_L,-1,5592
7958,162958,02A,intrinsic neuron,glutamate,T2,,IN02A043,IN02A043,RHS,IN02A043_T2_R,IN02A043_T2_R,-1,22382
7959,162961,19A,intrinsic neuron,gaba,T2,,IN19A094,IN19A094,LHS,IN19A094_T2_L,IN19A094_T2_L,-1,22383
7960,162962,18B,intrinsic neuron,glutamate,T2,,IN18B032,IN18B032,RHS,IN18B032_T2_R,IN18B032_T2_R,-1,22384
7961,162969,03B,intrinsic neuron,gaba,T2,,IN03B058,IN03B058,RHS,IN03B058_T2_R,IN03B058_T2_R,-1,22385
7962,16297,05B,intrinsic neuron,gaba,A2,,IN05B042,IN05B042,LHS,IN05B042_A2_L,IN05B042_A2_L,-1,5593
7963,162970,21A,intrinsic neuron,glutamate,T3,,IN21A061,IN21A061,RHS,IN21A061_T3_R,IN21A061_T3_R,-1,22386
7964,162973,TBD,intrinsic neuron,acetylcholine,A3,,INXXX260,INXXX260,RHS,INXXX260_A3_R,INXXX260_A3_R,1,22387
7965,162974,TBD,intrinsic neuron,gaba,A3,,INXXX253,INXXX253,RHS,INXXX253_A3_R,INXXX253_A3_R,-1,22388
7966,16298,13B,intrinsic neuron,gaba,T3,,IN13B029,IN13B029,LHS,IN13B029_T3_L,IN13B029_T3_L,-1,5594
7967,16299,04B,intrinsic neuron,acetylcholine,T3,,IN04B044,IN04B044,RHS,IN04B044_T3_R,IN04B044_T3_R,1,5595
7968,162992,01B,intrinsic neuron,gaba,T2,,IN01B025,IN01B025,RHS,IN01B025_T2_R,IN01B025_T2_R,-1,22389
7969,16300,17A,intrinsic neuron,acetylcholine,T2,,IN17A072,IN17A072,LHS,IN17A072_T2_L,IN17A072_T2_L,1,5596
7970,163004,06A,intrinsic neuron,gaba,T3,,IN06A132,IN06A132,LHS,IN06A132_T3_L,IN06A132_T3_L,-1,22390
7971,163006,09A,intrinsic neuron,gaba,T3,,IN09A037,IN09A037,RHS,IN09A037_T3_R,IN09A037_T3_R,-1,22391
7972,163009,15B,motor neuron,glutamate,T3,,MNhl73,MNhl73,LHS,MNhl73_MetaLN_L,MNhl73_MetaLN_L,-1,22392
7973,16301,18B,intrinsic neuron,acetylcholine,T3,,IN18B054,IN18B054,RHS,IN18B054_T3_R,IN18B054_T3_R,1,5597
7974,16302,06B,intrinsic neuron,gaba,T3,,IN06B050,IN06B050,RHS,IN06B050_T3_R,IN06B050_T3_R,-1,5598
7975,16303,23B,intrinsic neuron,acetylcholine,T1,,IN23B007,IN23B007,LHS,IN23B007_T1_L,IN23B007_T1_L,1,5599
7976,163039,17A,intrinsic neuron,acetylcholine,T2,,IN17A094,IN17A094,LHS,IN17A094_T2_L,IN17A094_T2_L,1,22393
7977,16304,21A,intrinsic neuron,glutamate,T2,,IN21A028,IN21A028,LHS,IN21A028_T2_L,IN21A028_T2_L,-1,5600
7978,163040,11A,intrinsic neuron,acetylcholine,T2,,IN11A025,IN11A025,LHS,IN11A025_T2_L,IN11A025_T2_L,1,22394
7979,163042,12B,intrinsic neuron,gaba,T3,,IN12B041,IN12B041,LHS,IN12B041_T3_L,IN12B041_T3_L,-1,22395
7980,163046,13B,intrinsic neuron,gaba,T2,,IN13B074,IN13B074,LHS,IN13B074_T2_L,IN13B074_T2_L,-1,22396
7981,16305,TBD,motor neuron,acetylcholine,A3,,MNad03,MNad03,LHS,MNad03_AbN4_L,MNad03_AbN4_L,-1,5601
7982,163051,11B,intrinsic neuron,gaba,T2,,IN11B021,IN11B021,LHS,IN11B021_T2_L,IN11B021_T2_L,-1,22397
7983,163055,08A,intrinsic neuron,glutamate,T3,,IN08A028,IN08A028,LHS,IN08A028_T3_L,IN08A028_T3_L,-1,22398
7984,163056,10B,intrinsic neuron,acetylcholine,T2,,IN10B057,IN10B057,LHS,IN10B057_T2_L,IN10B057_T2_L,1,22399
7985,16306,01B,intrinsic neuron,gaba,T3,,IN01B060,IN01B060,LHS,IN01B060_T3_L,IN01B060_T3_L,-1,5602
7986,16307,TBD,intrinsic neuron,gaba,A2,,INXXX276,INXXX276,LHS,INXXX276_A2_L,INXXX276_A2_L,-1,5603
7987,163070,05B,intrinsic neuron,gaba,T2,,IN05B072,IN05B072,RHS,IN05B072_T2_R,IN05B072_T2_R,-1,22400
7988,163071,10B,ascending neuron,acetylcholine,T2,RHS,AN10B039,AN10B039,LHS,AN10B039_T2_L,AN10B039_T2_L,1,22401
7989,163072,16B,intrinsic neuron,glutamate,T3,,IN16B096,IN16B096,LHS,IN16B096_T3_L,IN16B096_T3_L,-1,22402
7990,163073,19A,intrinsic neuron,gaba,A3,,IN19A099,IN19A099,RHS,IN19A099_A3_R,IN19A099_A3_R,-1,22403
7991,163077,07B,intrinsic neuron,acetylcholine,T2,,IN07B073,IN07B073,LHS,IN07B073_T2_L,IN07B073_T2_L,1,22404
7992,16308,17A,ascending neuron,acetylcholine,T1,LHS,AN17A050,AN17A050,LHS,AN17A050_T1_L,AN17A050_T1_L,1,5604
7993,16309,TBD,intrinsic neuron,acetylcholine,A1,,INXXX266,INXXX266,LHS,INXXX266_A1_L,INXXX266_A1_L,1,5605
7994,16310,00A,intrinsic neuron,gaba,T2,,IN00A040,IN00A040,Midline,IN00A040_T2_M,IN00A040_T2_M,-1,5606
7995,163100,,sensory ascending,acetylcholine,,LHS,SApp23,SApp23,,SApp23_MesoLN_L,SApp23_MesoLN_L,1,22405
7996,163105,03A,intrinsic neuron,acetylcholine,T1,,IN03A067,IN03A067,LHS,IN03A067_T1_L,IN03A067_T1_L,1,22406
7997,16311,07B,ascending neuron,acetylcholine,T1,LHS,AN07B040,AN07B040,LHS,AN07B040_T1_L,AN07B040_T1_L,1,5607
7998,16312,04B,intrinsic neuron,acetylcholine,T3,,IN04B060,IN04B060,RHS,IN04B060_T3_R,IN04B060_T3_R,1,5608
7999,16313,06A,intrinsic neuron,gaba,T3,,IN06A056,IN06A056,RHS,IN06A056_T3_R,IN06A056_T3_R,-1,5609
8000,163136,23B,intrinsic neuron,acetylcholine,T2,,IN23B066,IN23B066,RHS,IN23B066_T2_R,IN23B066_T2_R,1,22407
8001,16314,,sensory neuron,acetylcholine,,RHS,SNxx10,SNxx10,,SNxx10_AbNT_R,SNxx10_AbNT_R,1,5610
8002,16315,23B,intrinsic neuron,acetylcholine,T1,,IN23B021,IN23B021,LHS,IN23B021_T1_L,IN23B021_T1_L,1,5611
8003,16317,12A,intrinsic neuron,acetylcholine,T2,,IN12A023,vMS12,RHS,IN12A023_T2_R,IN12A023_T2_R,1,5612
8004,16318,08B,intrinsic neuron,acetylcholine,T3,,IN08B055,IN08B055,RHS,IN08B055_T3_R,IN08B055_T3_R,1,5613
8005,16319,06A,intrinsic neuron,gaba,T1,,IN06A082,IN06A082,RHS,IN06A082_T1_R,IN06A082_T1_R,-1,5614
8006,16320,TBD,intrinsic neuron,glutamate,A10,,INXXX279,INXXX279,LHS,INXXX279_A10_L,INXXX279_A10_L,-1,5615
8007,16321,,sensory neuron,acetylcholine,,RHS,SNxx04,SNxx04,,SNxx04_AbN4_R,SNxx04_AbN4_R,1,5616
8008,163217,07B,intrinsic neuron,acetylcholine,A1,,IN07B094,IN07B094,RHS,IN07B094_A1_R,IN07B094_A1_R,1,22408
8009,16322,16B,intrinsic neuron,glutamate,T2,,IN16B042,IN16B042,LHS,IN16B042_T2_L,IN16B042_T2_L,-1,5617
8010,163222,03A,intrinsic neuron,acetylcholine,T1,,IN03A035,IN03A035,RHS,IN03A035_T1_R,IN03A035_T1_R,1,22409
8011,16323,TBD,intrinsic neuron,acetylcholine,A9,,INXXX285,INXXX285,RHS,INXXX285_A9_R,INXXX285_A9_R,1,5618
8012,163237,20A.22A,intrinsic neuron,acetylcholine,T1,,IN20A.22A028,IN20A.22A028,LHS,IN20A.22A028_T1_L,IN20A.22A028_T1_L,1,22410
8013,16324,TBD,intrinsic neuron,acetylcholine,A3,,INXXX297,INXXX297,LHS,INXXX297_A3_L,INXXX297_A3_L,1,5619
8014,16325,07B,ascending neuron,acetylcholine,T2,LHS,AN07B041,AN07B041,RHS,AN07B041_T2_R,AN07B041_T2_R,1,5620
8015,16326,,descending neuron,acetylcholine,,LHS,DNxl062,DNp71,,DNxl062_CvC_L,DNxl062_CvC_L,1,5621
8016,16327,03A,intrinsic neuron,acetylcholine,T2,,IN03A033,IN03A033,RHS,IN03A033_T2_R,IN03A033_T2_R,1,5622
8017,16328,07B,ascending neuron,acetylcholine,T1,RHS,AN07B015,AN07B015,LHS,AN07B015_T1_L,AN07B015_T1_L,1,5623
8018,16329,03A,intrinsic neuron,acetylcholine,T3,,IN03A050,IN03A050,LHS,IN03A050_T3_L,IN03A050_T3_L,1,5624
8019,16330,TBD,motor neuron,glutamate,A3,,MNad05,MNad05,RHS,MNad05_AbN4_R,MNad05_AbN4_R,-1,5625
8020,16331,,sensory ascending,acetylcholine,,RHS,SApp12,SApp12,,SApp12_DMetaN_R,SApp12_DMetaN_R,1,5626
8021,16332,,sensory neuron,acetylcholine,,LHS,SNpp28,SNpp28,,SNpp28_ADMN_L,SNpp28_ADMN_L,1,5627
8022,163325,04B,intrinsic neuron,acetylcholine,T3,,IN04B029,IN04B029,RHS,IN04B029_T3_R,IN04B029_T3_R,1,22411
8023,16333,,descending neuron,gaba,,LHS,DNxn158,DNxn158,,DNxn158_CvC_L,DNxn158_CvC_L,-1,5628
8024,163337,20A.22A,intrinsic neuron,acetylcholine,T1,,IN20A.22A062,IN20A.22A062,RHS,IN20A.22A062_T1_R,IN20A.22A062_T1_R,1,22412
8025,163339,03A,intrinsic neuron,acetylcholine,T3,,IN03A092,IN03A092,RHS,IN03A092_T3_R,IN03A092_T3_R,1,22413
8026,16334,12B,intrinsic neuron,gaba,T2,,IN12B025,IN12B025,RHS,IN12B025_T2_R,IN12B025_T2_R,-1,5629
8027,163340,20A.22A,intrinsic neuron,acetylcholine,T3,,IN20A.22A064,IN20A.22A064,RHS,IN20A.22A064_T3_R,IN20A.22A064_T3_R,1,22414
8028,163342,08A,intrinsic neuron,glutamate,T3,,IN08A045,IN08A045,LHS,IN08A045_T3_L,IN08A045_T3_L,-1,22415
8029,163344,12B,intrinsic neuron,glutamate,T1,,IN12B024,IN12B024,LHS,IN12B024_T1_L,IN12B024_T1_L,-1,22416
8030,163348,TBD,intrinsic neuron,gaba,A6,,INXXX455,INXXX455,LHS,INXXX455_A6_L,INXXX455_A6_L,-1,22417
8031,163349,TBD,intrinsic neuron,acetylcholine,A9,,INXXX357,INXXX357,RHS,INXXX357_A9_R,INXXX357_A9_R,1,22418
8032,16335,TBD,intrinsic neuron,gaba,A1,,INXXX204,INXXX204,LHS,INXXX204_A1_L,INXXX204_A1_L,-1,5630
8033,163357,12B,intrinsic neuron,gaba,T1,,IN12B065,IN12B065,LHS,IN12B065_T1_L,IN12B065_T1_L,-1,22419
8034,16337,13B,intrinsic neuron,glutamate,T1,,IN13B032,IN13B032,RHS,IN13B032_T1_R,IN13B032_T1_R,-1,5631
8035,163387,TBD,efferent neuron,gaba,A2,,ENXXX012,ENXXX012,LHS,ENXXX012_A2_L,ENXXX012_A2_L,-1,22420
8036,16339,04B,intrinsic neuron,acetylcholine,T3,,IN04B026,IN04B026,LHS,IN04B026_T3_L,IN04B026_T3_L,1,5632
8037,163396,03B,intrinsic neuron,gaba,T2,,IN03B060,IN03B060,LHS,IN03B060_T2_L,IN03B060_T2_L,-1,22421
8038,163401,08A,intrinsic neuron,glutamate,T1,,IN08A050,IN08A050,RHS,IN08A050_T1_R,IN08A050_T1_R,-1,22422
8039,16342,12B,intrinsic neuron,gaba,T1,,IN12B039,IN12B039,RHS,IN12B039_T1_R,IN12B039_T1_R,-1,5633
8040,163424,11B,intrinsic neuron,gaba,T2,,IN11B004,IN11B004,RHS,IN11B004_T2_R,IN11B004_T2_R,-1,22423
8041,16343,16B,intrinsic neuron,glutamate,T1,,IN16B070,IN16B070,LHS,IN16B070_T1_L,IN16B070_T1_L,-1,5634
8042,163435,01B,intrinsic neuron,gaba,T1,,IN01B095,IN01B095,LHS,IN01B095_T1_L,IN01B095_T1_L,-1,22424
8043,16344,17A,intrinsic neuron,acetylcholine,T2,,IN17A052,IN17A052,RHS,IN17A052_T2_R,IN17A052_T2_R,1,5635
8044,16345,11A,intrinsic neuron,acetylcholine,T1,,IN11A008,IN11A008,LHS,IN11A008_T1_L,IN11A008_T1_L,1,5636
8045,163455,03B,intrinsic neuron,gaba,T1,,IN03B089,IN03B089,RHS,IN03B089_T1_R,IN03B089_T1_R,-1,22425
8046,163456,01B,intrinsic neuron,gaba,T2,,IN01B083,IN01B083,LHS,IN01B083_T2_L,IN01B083_T2_L,-1,22426
8047,16346,TBD,motor neuron,unclear,T1,,MNfl51,Ta levator MN,RHS,MNfl51_ProLN_R,MNfl51_ProLN_R,-1,5637
8048,163475,21A,intrinsic neuron,glutamate,T1,,IN21A060,IN21A060,RHS,IN21A060_T1_R,IN21A060_T1_R,-1,22427
8049,163476,01B,intrinsic neuron,gaba,T3,,IN01B059,IN01B059,LHS,IN01B059_T3_L,IN01B059_T3_L,-1,22428
8050,163477,16B,intrinsic neuron,glutamate,T3,,IN16B119,IN16B119,RHS,IN16B119_T3_R,IN16B119_T3_R,-1,22429
8051,163478,01B,intrinsic neuron,gaba,T3,,IN01B060,IN01B060,RHS,IN01B060_T3_R,IN01B060_T3_R,-1,22430
8052,16349,06A,intrinsic neuron,gaba,T2,,IN06A044,IN06A044,RHS,IN06A044_T2_R,IN06A044_T2_R,-1,5638
8053,163496,06A,intrinsic neuron,gaba,A3,,IN06A106,IN06A106,LHS,IN06A106_A3_L,IN06A106_A3_L,-1,22431
8054,16350,,descending neuron,gaba,,RHS,DNxn021,DNg26,,DNxn021_CvC_R,DNxn021_CvC_R,-1,5639
8055,16351,03A,intrinsic neuron,acetylcholine,T1,,IN03A094,IN03A094,LHS,IN03A094_T1_L,IN03A094_T1_L,1,5640
8056,16352,08A,intrinsic neuron,glutamate,T1,,IN08A021,IN08A021,LHS,IN08A021_T1_L,IN08A021_T1_L,-1,5641
8057,16353,00A,intrinsic neuron,gaba,T1,,IN00A025,IN00A025,Midline,IN00A025_T1_M,IN00A025_T1_M,-1,5642
8058,16355,01A,intrinsic neuron,acetylcholine,T1,,IN01A040,IN01A040,LHS,IN01A040_T1_L,IN01A040_T1_L,1,5643
8059,16356,15B,motor neuron,glutamate,T3,,MNhl15,ltm2-femur MN,RHS,MNhl15_MetaLN_R,MNhl15_MetaLN_R,-1,5644
8060,16357,08B,intrinsic neuron,glutamate,T2,,IN08B051,IN08B051,LHS,IN08B051_T2_L,IN08B051_T2_L,1,5645
8061,16358,21X,efferent neuron,glutamate,T1,,EN21X001,EN21X001,LHS,EN21X001_T1_L,EN21X001_T1_L,-1,5646
8062,16359,23B,intrinsic neuron,acetylcholine,T3,,IN23B031,IN23B031,LHS,IN23B031_T3_L,IN23B031_T3_L,1,5647
8063,163596,19A,intrinsic neuron,glutamate,T3,,IN19A128,IN19A128,LHS,IN19A128_T3_L,IN19A128_T3_L,-1,22432
8064,16360,23B,intrinsic neuron,acetylcholine,T3,,IN23B024,IN23B024,LHS,IN23B024_T3_L,IN23B024_T3_L,1,5648
8065,16361,04B,intrinsic neuron,acetylcholine,T2,,IN04B046,IN04B046,RHS,IN04B046_T2_R,IN04B046_T2_R,1,5649
8066,16362,03A,intrinsic neuron,acetylcholine,T2,,IN03A033,IN03A033,RHS,IN03A033_T2_R,IN03A033_T2_R,1,5650
8067,163638,21A,intrinsic neuron,glutamate,T1,,IN21A006,IN21A006,RHS,IN21A006_T1_R,IN21A006_T1_R,-1,22433
8068,163639,,descending neuron,acetylcholine,,LHS,DNxl075,DNxl075,,DNxl075_CvC_L,DNxl075_CvC_L,1,22434
8069,16364,20A.22A,intrinsic neuron,acetylcholine,T2,,IN20A.22A021,IN20A.22A021,RHS,IN20A.22A021_T2_R,IN20A.22A021_T2_R,1,5651
8070,16365,08B,ascending neuron,acetylcholine,T1,LHS,AN08B061,AN08B061,RHS,AN08B061_T1_R,AN08B061_T1_R,1,5652
8071,16367,TBD,motor neuron,glutamate,A4,,MNad14,MNad14,RHS,MNad14_AbN4_R,MNad14_AbN4_R,-1,5653
8072,16368,TBD,intrinsic neuron,gaba,A1,,INXXX284,INXXX284,LHS,INXXX284_A1_L,INXXX284_A1_L,-1,5654
8073,163686,24B.25B,motor neuron,glutamate,T1,,MNfl07,Tr flexor MN,LHS,MNfl07_VProN_L,MNfl07_VProN_L,-1,22435
8074,16369,,descending neuron,acetylcholine,,LHS,DNfl015,DNfl015,,DNfl015_CvC_L,DNfl015_CvC_L,1,5655
8075,16371,17A,intrinsic neuron,acetylcholine,T2,,IN17A044,IN17A044,LHS,IN17A044_T2_L,IN17A044_T2_L,1,5656
8076,163715,09A,intrinsic neuron,gaba,T2,,IN09A082,IN09A082,RHS,IN09A082_T2_R,IN09A082_T2_R,-1,22436
8077,163717,17A,intrinsic neuron,acetylcholine,T2,,IN17A028,IN17A028,RHS,IN17A028_T2_R,IN17A028_T2_R,1,22437
8078,163718,00A,intrinsic neuron,gaba,T1,,IN00A019,IN00A019,Midline,IN00A019_T1_M,IN00A019_T1_M,-1,22438
8079,163719,20B.21B.22B,motor neuron,glutamate,T1,,MNfl34,Sternal posterior rotator MN,LHS,MNfl34_ProAN_L,MNfl34_ProAN_L,-1,22439
8080,16372,,sensory ascending,acetylcholine,,RHS,SApp19,SApp19,,SApp19_ADMN_R,SApp19_ADMN_R,1,5657
8081,16373,09B,ascending neuron,acetylcholine,T3,RHS,AN09B011,AN09B011,LHS,AN09B011_T3_L,AN09B011_T3_L,1,5658
8082,163731,03A,intrinsic neuron,acetylcholine,T1,,IN03A049,IN03A049,RHS,IN03A049_T1_R,IN03A049_T1_R,1,22440
8083,163733,TBD,motor neuron,acetylcholine,A8,,MNad20,MNad20,RHS,MNad20_AbNT_R,MNad20_AbNT_R,-1,22441
8084,163739,,sensory neuron,glutamate,,LHS,SNppxx,SNppxx,,SNppxx_ProLN_L,SNppxx_ProLN_L,-1,22442
8085,16374,08A,intrinsic neuron,glutamate,T2,,IN08A033,IN08A033,LHS,IN08A033_T2_L,IN08A033_T2_L,-1,5659
8086,163745,,sensory neuron,glutamate,,LHS,SNpp50,SNpp50,,SNpp50_ProLN_L,SNpp50_ProLN_L,-1,22443
8087,16375,TBD,motor neuron,glutamate,A5,,MNad13,MNad13,RHS,MNad13_AbN4_R,MNad13_AbN4_R,-1,5660
8088,16377,,sensory ascending,acetylcholine,,RHS,SApp06,SApp06,,SApp06_DMetaN_R,SApp06_DMetaN_R,1,5661
8089,16378,,sensory neuron,acetylcholine,,RHS,SNpp01,SNpp01,,SNpp01_AbN3_R,SNpp01_AbN3_R,1,5662
8090,163782,,sensory neuron,acetylcholine,,LHS,SNxx03,SNxx03,,SNxx03_AbN4_L,SNxx03_AbN4_L,1,22444
8091,163783,08B,ascending neuron,acetylcholine,T3,RHS,AN08B024,AN08B024,LHS,AN08B024_T3_L,AN08B024_T3_L,1,22445
8092,16379,20A.22A,intrinsic neuron,acetylcholine,T2,,IN20A.22A009,IN20A.22A009,LHS,IN20A.22A009_T2_L,IN20A.22A009_T2_L,1,5663
8093,163791,16B,intrinsic neuron,glutamate,T2,,IN16B045,IN16B045,RHS,IN16B045_T2_R,IN16B045_T2_R,-1,22446
8094,16380,03A,intrinsic neuron,acetylcholine,T1,,IN03A029,IN03A029,LHS,IN03A029_T1_L,IN03A029_T1_L,1,5664
8095,163802,,sensory neuron,acetylcholine,,LHS,SNch01,SNch01,,SNch01_AbN2_L,SNch01_AbN2_L,1,22447
8096,163803,,sensory neuron,acetylcholine,,LHS,SNxx20,SNxx20,,SNxx20_AbN2_L,SNxx20_AbN2_L,1,22448
8097,16381,17A,intrinsic neuron,acetylcholine,T2,,IN17A067,IN17A067,RHS,IN17A067_T2_R,IN17A067_T2_R,1,5665
8098,16382,00A,intrinsic neuron,gaba,T2,,IN00A040,IN00A040,Midline,IN00A040_T2_M,IN00A040_T2_M,-1,5666
8099,163823,,sensory neuron,glutamate,,RHS,SNta37,SNta37,,SNta37_MesoLN_R,SNta37_MesoLN_R,1,22449
8100,16383,18B,intrinsic neuron,acetylcholine,T2,,IN18B037,IN18B037,RHS,IN18B037_T2_R,IN18B037_T2_R,1,5667
8101,16384,20A.22A,intrinsic neuron,acetylcholine,T2,,IN20A.22A024,IN20A.22A024,RHS,IN20A.22A024_T2_R,IN20A.22A024_T2_R,1,5668
8102,16385,03A,intrinsic neuron,acetylcholine,T3,,IN03A031,IN03A031,LHS,IN03A031_T3_L,IN03A031_T3_L,1,5669
8103,163855,12A,intrinsic neuron,glutamate,T2,,IN12A061,IN12A061,RHS,IN12A061_T2_R,IN12A061_T2_R,-1,22450
8104,16386,,sensory neuron,acetylcholine,,LHS,SNpp01,SNpp01,,SNpp01_AbN3_L,SNpp01_AbN3_L,1,5670
